Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
04-Sep-25,22:17:28,T4491106,Cancelled by Customer,C2088157,Auto,Indraprastha,Saket A Block,1,Change of plans,,,,,,,,,
06-Jul-25,19:48:29,T1321366,Cancelled by Customer,C6701334,Auto,Vinobapuri,Shivaji Park,1,Change of plans,,,,,,,,,
06-Nov-25,5:12:21,T7147411,Cancelled by Customer,C1401223,Auto,Seelampur,Panipat,1,Change of plans,,,,,,,,,
09-Nov-25,14:43:03,T8798135,Cancelled by Customer,C7874381,Auto,Patel Chowk,Meerut,1,Change of plans,,,,,,,,,
07-Oct-25,6:40:38,T1208814,Cancelled by Customer,C3565599,Auto,Faridabad Sector 15,Laxmi Nagar,1,Change of plans,,,,,,,,,
14-Jan-25,21:51:22,T2414373,Cancelled by Customer,C4457487,Auto,Rajiv Chowk,Sonipat,1,Change of plans,,,,,,,,,
23-Dec-25,20:11:49,T7407631,Cancelled by Customer,C3449198,Auto,Rajouri Garden,Kashmere Gate,1,Change of plans,,,,,,,,,
17-Oct-25,18:21:06,T6410584,Cancelled by Customer,C4131442,Auto,Model Town,Sushant Lok,1,Change of plans,,,,,,,,,
13-May-25,15:38:12,T5330711,Cancelled by Customer,C2221740,Auto,Ardee City,Netaji Subhash Place,1,Change of plans,,,,,,,,,
25-Nov-25,18:42:31,T8051917,Cancelled by Customer,C4130738,Auto,Lok Kalyan Marg,Vidhan Sabha,1,Change of plans,,,,,,,,,
14-Jun-25,20:01:36,T3047747,Cancelled by Customer,C8777015,Auto,Peeragarhi,Narsinghpur,1,Change of plans,,,,,,,,,
18-Dec-25,20:14:54,T9182536,Cancelled by Customer,C9519002,Auto,Dwarka Sector 21,Inderlok,1,Change of plans,,,,,,,,,
17-Aug-25,13:29:07,T9249952,Cancelled by Customer,C8086242,Auto,GTB Nagar,Malviya Nagar,1,Change of plans,,,,,,,,,
02-Oct-25,16:31:39,T9078046,Cancelled by Customer,C9391456,Auto,Samaypur Badli,Patel Chowk,1,Change of plans,,,,,,,,,
14-Jun-25,10:44:53,T3200648,Cancelled by Customer,C6314666,Auto,Rajiv Chowk,Tughlakabad,1,Change of plans,,,,,,,,,
28-Aug-25,8:52:27,T2755023,Cancelled by Customer,C8979033,Auto,Satguru Ram Singh Marg,Hauz Khas,1,Change of plans,,,,,,,,,
15-Aug-25,13:02:54,T6308306,Cancelled by Customer,C7396686,Auto,Samaypur Badli,Punjabi Bagh,1,Change of plans,,,,,,,,,
09-Jan-25,17:13:01,T1809312,Cancelled by Customer,C6439948,Auto,Bhikaji Cama Place,Kanhaiya Nagar,1,Change of plans,,,,,,,,,
09-May-25,17:37:07,T6403761,Cancelled by Customer,C8308228,Auto,Kirti Nagar,Badarpur,1,Change of plans,,,,,,,,,
27-Sep-25,13:07:38,T7993663,Cancelled by Customer,C7843337,Auto,Mehrauli,Saidulajab,1,Change of plans,,,,,,,,,
16-Jul-25,15:27:56,T8501687,Cancelled by Customer,C3782867,Auto,ITO,Mandi House,1,Change of plans,,,,,,,,,
06-Apr-25,10:43:14,T7270862,Cancelled by Customer,C2824504,Auto,Preet Vihar,Aya Nagar,1,Change of plans,,,,,,,,,
20-Jul-25,1:47:30,T5710280,Cancelled by Customer,C5751566,Auto,Saket A Block,Malviya Nagar,1,Change of plans,,,,,,,,,
30-Mar-25,12:36:25,T1592055,Cancelled by Customer,C5717607,Auto,Sarojini Nagar,Bhiwadi,1,Change of plans,,,,,,,,,
14-Oct-25,14:27:17,T4885584,Cancelled by Customer,C1551740,Auto,Bahadurgarh,Civil Lines Gurgaon,1,Change of plans,,,,,,,,,
03-Jan-25,19:24:10,T5819041,Cancelled by Customer,C9961616,Auto,Botanical Garden,Khandsa,1,Change of plans,,,,,,,,,
13-Dec-25,14:48:17,T2475844,Cancelled by Customer,C4533849,Auto,Indraprastha,GTB Nagar,1,Change of plans,,,,,,,,,
30-Aug-25,11:26:22,T3997604,Cancelled by Customer,C6661418,Auto,Subhash Nagar,Munirka,1,Change of plans,,,,,,,,,
12-Aug-25,10:15:24,T3450877,Cancelled by Customer,C9999806,Auto,Green Park,Tilak Nagar,1,Change of plans,,,,,,,,,
07-Oct-25,19:22:35,T2601139,Cancelled by Customer,C9186105,Auto,Sultanpur,Welcome,1,Change of plans,,,,,,,,,
08-Jun-25,15:38:24,T9159876,Cancelled by Customer,C6603818,Auto,Kherki Daula Toll,New Colony,1,Change of plans,,,,,,,,,
24-Sep-25,21:53:19,T9171882,Cancelled by Customer,C8355413,Auto,Inderlok,New Colony,1,Change of plans,,,,,,,,,
30-Oct-25,19:19:03,T7237115,Cancelled by Customer,C7026270,Auto,Rajiv Chowk,Green Park,1,Change of plans,,,,,,,,,
14-Sep-25,18:08:49,T7274195,Cancelled by Customer,C3482072,Auto,IGNOU Road,Chhatarpur,1,Change of plans,,,,,,,,,
08-Oct-25,15:17:22,T4910026,Cancelled by Customer,C3911549,Auto,GTB Nagar,Palam Vihar,1,Change of plans,,,,,,,,,
12-Jun-25,14:22:57,T8777184,Cancelled by Customer,C3073720,Auto,Subhash Chowk,Noida Sector 62,1,Change of plans,,,,,,,,,
03-Nov-25,13:50:23,T2402689,Cancelled by Customer,C9617129,Auto,South Extension,Mandi House,1,Change of plans,,,,,,,,,
16-Jul-25,4:52:37,T6783838,Cancelled by Customer,C3349967,Auto,Ardee City,Raj Nagar Extension,1,Change of plans,,,,,,,,,
04-Feb-25,15:30:19,T3516579,Cancelled by Customer,C9611088,Auto,Indraprastha,Rohini East,1,Change of plans,,,,,,,,,
10-Dec-25,21:56:40,T4263961,Cancelled by Customer,C2741044,Auto,Hero Honda Chowk,Green Park,1,Change of plans,,,,,,,,,
17-Mar-25,15:07:43,T9092146,Cancelled by Customer,C5864853,Auto,Nirman Vihar,DLF City Court,1,Change of plans,,,,,,,,,
03-Sep-25,8:48:07,T2634709,Cancelled by Customer,C5235422,Auto,Nawada,Okhla,1,Change of plans,,,,,,,,,
07-Dec-25,11:55:41,T5754635,Cancelled by Customer,C2940194,Auto,Patel Chowk,Noida Sector 18,1,Change of plans,,,,,,,,,
09-Dec-25,13:24:12,T3459381,Cancelled by Customer,C7024660,Auto,Tilak Nagar,Indraprastha,1,Change of plans,,,,,,,,,
29-Nov-25,9:27:12,T3496053,Cancelled by Customer,C8010268,Auto,Adarsh Nagar,Gurgaon Sector 29,1,Change of plans,,,,,,,,,
16-Nov-25,13:15:25,T7454781,Cancelled by Customer,C9106814,Auto,Seelampur,IIT Delhi,1,Change of plans,,,,,,,,,
24-Oct-25,17:46:42,T4408161,Cancelled by Customer,C1101973,Auto,IIT Delhi,ITO,1,Change of plans,,,,,,,,,
08-Aug-25,0:04:55,T9390265,Cancelled by Customer,C9712593,Auto,GTB Nagar,Faridabad Sector 15,1,Change of plans,,,,,,,,,
13-Oct-25,6:14:25,T3453710,Cancelled by Customer,C4918409,Auto,Anand Vihar,Janakpuri,1,Change of plans,,,,,,,,,
24-Mar-25,10:28:19,T6784458,Cancelled by Customer,C4229509,Auto,Samaypur Badli,Noida Sector 18,1,Change of plans,,,,,,,,,
06-Jul-25,14:12:16,T5007346,Cancelled by Customer,C5224307,Auto,Kherki Daula Toll,Peeragarhi,1,Change of plans,,,,,,,,,
01-May-25,9:02:19,T3136157,Cancelled by Customer,C2179101,Auto,Hauz Rani,Govindpuri,1,Change of plans,,,,,,,,,
21-Apr-25,16:02:24,T1856404,Cancelled by Customer,C5326015,Auto,Old Gurgaon,IMT Manesar,1,Change of plans,,,,,,,,,
04-Apr-25,7:52:10,T2781241,Cancelled by Customer,C8111224,Auto,Ghitorni,Bhiwadi,1,Change of plans,,,,,,,,,
29-May-25,7:52:50,T4254293,Cancelled by Customer,C6039184,Auto,Raj Nagar Extension,Chhatarpur,1,Change of plans,,,,,,,,,
30-Apr-25,10:41:56,T8381735,Cancelled by Customer,C9160105,Auto,Mandi House,Kirti Nagar,1,Change of plans,,,,,,,,,
19-Feb-25,22:10:42,T3358450,Cancelled by Customer,C6648807,Auto,Lok Kalyan Marg,Noida Film City,1,Change of plans,,,,,,,,,
30-Dec-25,7:06:03,T8800543,Cancelled by Customer,C6355849,Auto,Keshav Puram,Arjangarh,1,Change of plans,,,,,,,,,
15-Nov-25,16:56:00,T7856777,Cancelled by Customer,C3294638,Auto,Aya Nagar,Vinobapuri,1,Change of plans,,,,,,,,,
04-Jan-25,20:15:04,T8860935,Cancelled by Customer,C7500087,Auto,Janakpuri,Netaji Subhash Place,1,Change of plans,,,,,,,,,
12-Jun-25,0:21:01,T6355775,Cancelled by Customer,C6773586,Auto,Okhla,Karkarduma,1,Change of plans,,,,,,,,,
06-Dec-25,16:20:06,T3975409,Cancelled by Customer,C5512474,Auto,Ambience Mall,Palam Vihar,1,Change of plans,,,,,,,,,
03-Oct-25,9:43:34,T7294052,Cancelled by Customer,C2907636,Auto,Ashok Vihar,Patel Chowk,1,Change of plans,,,,,,,,,
21-May-25,19:55:41,T2096034,Cancelled by Customer,C6699556,Auto,Patel Chowk,Khandsa,1,Change of plans,,,,,,,,,
14-May-25,17:23:32,T7874801,Cancelled by Customer,C5545034,Auto,Model Town,IGI Airport,1,Change of plans,,,,,,,,,
13-Feb-25,21:30:47,T4598017,Cancelled by Customer,C2140298,Auto,Mansarovar Park,Mandi House,1,Change of plans,,,,,,,,,
25-Sep-25,7:57:38,T5377029,Cancelled by Customer,C9728579,Auto,Jor Bagh,Rohini East,1,Change of plans,,,,,,,,,
19-Nov-25,22:23:42,T2411579,Cancelled by Customer,C3118099,Auto,Green Park,IFFCO Chowk,1,Change of plans,,,,,,,,,
26-May-25,15:30:07,T2831956,Cancelled by Customer,C2866889,Auto,Shivaji Park,India Gate,1,Change of plans,,,,,,,,,
15-Dec-25,13:25:20,T8567992,Cancelled by Customer,C5285297,Auto,Lal Quila,Noida Film City,1,Change of plans,,,,,,,,,
25-Jan-25,17:49:58,T9835841,Cancelled by Customer,C4647415,Auto,Anand Vihar ISBT,Vidhan Sabha,1,Change of plans,,,,,,,,,
08-Jan-25,15:27:13,T8777342,Cancelled by Customer,C2496089,Auto,Greater Kailash,Kadarpur,1,Change of plans,,,,,,,,,
07-Nov-25,9:37:17,T1539952,Cancelled by Customer,C5645089,Auto,Ardee City,Golf Course Road,1,Change of plans,,,,,,,,,
06-Jan-25,14:37:01,T5129366,Cancelled by Customer,C9250266,Auto,Hauz Khas,Sonipat,1,Change of plans,,,,,,,,,
12-Jun-25,10:13:34,T8808351,Cancelled by Customer,C9111829,Auto,Shastri Park,Seelampur,1,Change of plans,,,,,,,,,
17-May-25,6:02:44,T3669555,Cancelled by Customer,C4360815,Auto,Kanhaiya Nagar,Pulbangash,1,Change of plans,,,,,,,,,
17-Jan-25,15:29:11,T4861413,Cancelled by Customer,C3335837,Auto,Netaji Subhash Place,Noida Sector 18,1,Change of plans,,,,,,,,,
06-Sep-25,16:41:08,T1407819,Cancelled by Customer,C7748679,Auto,Anand Vihar ISBT,Tilak Nagar,1,Change of plans,,,,,,,,,
24-May-25,6:51:48,T4029434,Cancelled by Customer,C4436018,Auto,Kanhaiya Nagar,Dwarka Mor,1,Change of plans,,,,,,,,,
08-Jul-25,14:49:21,T7634815,Cancelled by Customer,C7097123,Auto,Ghitorni,MG Road,1,Change of plans,,,,,,,,,
19-Feb-25,13:24:52,T2970761,Cancelled by Customer,C3193322,Auto,Noida Sector 62,Vinobapuri,1,Change of plans,,,,,,,,,
22-May-25,16:16:30,T4480054,Cancelled by Customer,C6682527,Auto,Golf Course Road,Rajouri Garden,1,Change of plans,,,,,,,,,
04-Nov-25,15:53:17,T5966073,Cancelled by Customer,C3571617,Auto,Ambience Mall,Mansarovar Park,1,Change of plans,,,,,,,,,
08-Aug-25,15:35:12,T7770370,Cancelled by Customer,C4960875,Auto,Aya Nagar,Rohini West,1,Change of plans,,,,,,,,,
10-Jun-25,9:44:01,T3753746,Cancelled by Customer,C4762634,Auto,INA Market,Pulbangash,1,Change of plans,,,,,,,,,
31-May-25,19:16:13,T5559862,Cancelled by Customer,C9374088,Auto,Badshahpur,Chirag Delhi,1,Change of plans,,,,,,,,,
20-Aug-25,15:49:08,T3419948,Cancelled by Customer,C5862509,Auto,Maidan Garhi,Basai Dhankot,1,Change of plans,,,,,,,,,
11-Jul-25,11:47:26,T2770281,Cancelled by Customer,C6215609,Auto,Bahadurgarh,Udyog Vihar,1,Change of plans,,,,,,,,,
23-Dec-25,18:33:39,T8989215,Cancelled by Customer,C6915548,Auto,Hauz Rani,Old Gurgaon,1,Change of plans,,,,,,,,,
28-Apr-25,14:48:40,T6146688,Cancelled by Customer,C2458330,Auto,Manesar,Botanical Garden,1,Change of plans,,,,,,,,,
31-Mar-25,21:44:18,T1370234,Cancelled by Customer,C3741227,Auto,Ashram,Cyber Hub,1,Change of plans,,,,,,,,,
01-Feb-25,21:26:15,T8665306,Cancelled by Customer,C6925537,Auto,Mandi House,Karkarduma,1,Change of plans,,,,,,,,,
22-Sep-25,17:36:00,T8689807,Cancelled by Customer,C3276663,Auto,Dwarka Mor,Azadpur,1,Change of plans,,,,,,,,,
26-Mar-25,13:08:18,T3772132,Cancelled by Customer,C4128112,Auto,Khan Market,Hauz Rani,1,Change of plans,,,,,,,,,
15-Jan-25,6:50:17,T3600206,Cancelled by Customer,C2830513,Auto,Ashram,GTB Nagar,1,Change of plans,,,,,,,,,
08-Dec-25,19:38:06,T7436503,Cancelled by Customer,C9349568,Auto,Noida Extension,Kirti Nagar,1,Change of plans,,,,,,,,,
11-Jul-25,18:52:09,T3666798,Cancelled by Customer,C3541384,Auto,Chandni Chowk,Subhash Nagar,1,Change of plans,,,,,,,,,
09-May-25,11:29:15,T2333239,Cancelled by Customer,C3527628,Auto,Patel Chowk,Tis Hazari,1,Change of plans,,,,,,,,,
28-Dec-25,0:53:54,T1550440,Cancelled by Customer,C6560609,Auto,South Extension,AIIMS,1,Change of plans,,,,,,,,,
11-Dec-25,13:09:48,T9030278,Cancelled by Customer,C3911478,Auto,Pitampura,Sultanpur,1,Change of plans,,,,,,,,,
15-May-25,14:27:08,T4416020,Cancelled by Customer,C2690154,Auto,Seelampur,Rajiv Chowk,1,Change of plans,,,,,,,,,
29-Mar-25,6:14:55,T1334376,Cancelled by Customer,C7448547,Auto,Rithala,Ambience Mall,1,Change of plans,,,,,,,,,
23-Apr-25,14:58:18,T1477094,Cancelled by Customer,C2794821,Auto,Golf Course Road,Satguru Ram Singh Marg,1,Change of plans,,,,,,,,,
19-Oct-25,19:59:21,T7010288,Cancelled by Customer,C2269618,Auto,Old Gurgaon,Indirapuram,1,Change of plans,,,,,,,,,
14-Oct-25,9:39:36,T8299072,Cancelled by Customer,C4071548,Auto,Moti Nagar,Dilshad Garden,1,Change of plans,,,,,,,,,
22-Aug-25,13:52:19,T8157552,Cancelled by Customer,C7178702,Auto,Moolchand,Rajouri Garden,1,Change of plans,,,,,,,,,
18-May-25,15:33:20,T5879545,Cancelled by Customer,C4776833,Auto,Delhi Gate,Ramesh Nagar,1,Change of plans,,,,,,,,,
17-May-25,11:13:14,T3815892,Cancelled by Customer,C7566685,Auto,Qutub Minar,Hauz Rani,1,Change of plans,,,,,,,,,
25-Feb-25,12:41:55,T4198621,Cancelled by Customer,C1825185,Auto,India Gate,Nawada,1,Change of plans,,,,,,,,,
20-Feb-25,9:13:17,T2385005,Cancelled by Customer,C5383241,Auto,Netaji Subhash Place,Pataudi Chowk,1,Change of plans,,,,,,,,,
19-Jan-25,18:27:42,T8711372,Cancelled by Customer,C5458644,Auto,Rajouri Garden,Laxmi Nagar,1,Change of plans,,,,,,,,,
27-Dec-25,23:20:16,T7221685,Cancelled by Customer,C9096622,Auto,Preet Vihar,Karkarduma,1,Change of plans,,,,,,,,,
15-Jul-25,7:46:07,T5050583,Cancelled by Customer,C2698784,Auto,Shivaji Park,Green Park,1,Change of plans,,,,,,,,,
15-Apr-25,11:32:27,T7222091,Cancelled by Customer,C1244648,Auto,MG Road,Satguru Ram Singh Marg,1,Change of plans,,,,,,,,,
04-Jan-25,11:33:04,T1618755,Cancelled by Customer,C7689125,Auto,Noida Sector 18,Udyog Vihar Phase 4,1,Change of plans,,,,,,,,,
18-Jan-25,18:32:53,T5844444,Cancelled by Customer,C1811138,Auto,Gurgaon Railway Station,Sohna Road,1,Change of plans,,,,,,,,,
24-Sep-25,21:36:47,T9875539,Cancelled by Customer,C1397896,Auto,Tagore Garden,Mayur Vihar,1,Change of plans,,,,,,,,,
29-Nov-25,10:03:40,T5292704,Cancelled by Customer,C9276765,Auto,Panchsheel Park,Noida Film City,1,Change of plans,,,,,,,,,
07-Nov-25,13:14:52,T3705277,Cancelled by Customer,C8925870,Auto,Saket A Block,Kherki Daula Toll,1,Change of plans,,,,,,,,,
02-Nov-25,10:41:11,T9109997,Cancelled by Customer,C8187636,Auto,Khan Market,Rohini West,1,Change of plans,,,,,,,,,
05-May-25,10:07:42,T2330813,Cancelled by Customer,C7940559,Auto,Noida Sector 18,Punjabi Bagh,1,Change of plans,,,,,,,,,
26-Jun-25,20:23:53,T3302628,Cancelled by Customer,C5740798,Auto,Udyog Bhawan,Nehru Place,1,Change of plans,,,,,,,,,
21-Nov-25,7:39:12,T3340072,Cancelled by Customer,C8946622,Auto,Ashram,Manesar,1,Change of plans,,,,,,,,,
05-May-25,18:14:48,T3948137,Cancelled by Customer,C3761655,Auto,Gurgaon Railway Station,Noida Film City,1,Change of plans,,,,,,,,,
23-Jul-25,17:40:05,T3501682,Cancelled by Customer,C1748988,Auto,Preet Vihar,Hero Honda Chowk,1,Change of plans,,,,,,,,,
21-Aug-25,10:03:27,T3699799,Cancelled by Customer,C4636195,Auto,South Extension,GTB Nagar,1,Change of plans,,,,,,,,,
26-Apr-25,18:26:27,T7516606,Cancelled by Customer,C6165142,Auto,Badarpur,Saidulajab,1,Change of plans,,,,,,,,,
08-Oct-25,18:13:51,T1664920,Cancelled by Customer,C1280151,Auto,Panchsheel Park,Moolchand,1,Change of plans,,,,,,,,,
30-Jul-25,3:29:45,T1851236,Cancelled by Customer,C6556079,Auto,Vinobapuri,Kaushambi,1,Change of plans,,,,,,,,,
25-Mar-25,11:21:15,T2962629,Cancelled by Customer,C9699295,Auto,Gurgaon Sector 56,Inderlok,1,Change of plans,,,,,,,,,
11-Nov-25,8:52:49,T9187737,Cancelled by Customer,C9785810,Auto,Vasant Kunj,Panchsheel Park,1,Change of plans,,,,,,,,,
26-Dec-25,6:39:33,T2376339,Cancelled by Customer,C7082470,Auto,Netaji Subhash Place,Ashok Vihar,1,Change of plans,,,,,,,,,
30-Jul-25,8:18:21,T3589133,Cancelled by Customer,C6992249,Auto,Sohna Road,Netaji Subhash Place,1,Change of plans,,,,,,,,,
15-Nov-25,16:23:48,T4522578,Cancelled by Customer,C1826452,Auto,Indirapuram,Badshahpur,1,Change of plans,,,,,,,,,
26-Feb-25,12:31:47,T2081696,Cancelled by Customer,C2150922,Auto,INA Market,Ghitorni,1,Change of plans,,,,,,,,,
27-Sep-25,12:13:48,T4107064,Cancelled by Customer,C7283291,Auto,Vidhan Sabha,Sadar Bazar Gurgaon,1,Change of plans,,,,,,,,,
10-Aug-25,14:16:43,T7451920,Cancelled by Customer,C6082640,Auto,Shastri Park,Model Town,1,Change of plans,,,,,,,,,
08-Sep-25,9:28:31,T1454709,Cancelled by Customer,C5662540,Auto,Shahdara,Civil Lines Gurgaon,1,Change of plans,,,,,,,,,
03-Nov-25,13:06:48,T5999552,Cancelled by Customer,C2345594,Auto,Central Secretariat,Peeragarhi,1,Change of plans,,,,,,,,,
04-Feb-25,5:00:59,T7813084,Cancelled by Customer,C4932199,Auto,Mayur Vihar,Indirapuram,1,Change of plans,,,,,,,,,
14-Sep-25,22:12:23,T3132716,Cancelled by Customer,C4641652,Auto,Nawada,Greater Noida,1,Change of plans,,,,,,,,,
24-Feb-25,11:57:40,T6711586,Cancelled by Customer,C5731145,Auto,Munirka,Pataudi Chowk,1,Change of plans,,,,,,,,,
05-Apr-25,11:42:57,T2175081,Cancelled by Customer,C5403556,Auto,Akshardham,Vatika Chowk,1,Change of plans,,,,,,,,,
15-Feb-25,19:54:41,T4930911,Cancelled by Customer,C2211900,Auto,Dwarka Mor,Vishwavidyalaya,1,Change of plans,,,,,,,,,
29-Jul-25,4:45:00,T2416280,Cancelled by Customer,C6783565,Auto,Jhilmil,Nehru Place,1,Change of plans,,,,,,,,,
25-Jun-25,10:15:46,T5456562,Cancelled by Customer,C4444719,Auto,Vinobapuri,Vaishali,1,Change of plans,,,,,,,,,
25-Feb-25,3:58:09,T2192732,Cancelled by Customer,C2976398,Auto,Tis Hazari,Panipat,1,Change of plans,,,,,,,,,
25-Jun-25,14:40:47,T8961544,Cancelled by Customer,C8082714,Auto,Mansarovar Park,Lal Quila,1,Change of plans,,,,,,,,,
02-Nov-25,22:34:26,T9106000,Cancelled by Customer,C8153087,Auto,Indraprastha,Noida Sector 18,1,Change of plans,,,,,,,,,
29-Mar-25,6:11:32,T1065292,Cancelled by Customer,C4156075,Auto,Subhash Chowk,Ashram,1,Change of plans,,,,,,,,,
04-Apr-25,15:10:20,T3044210,Cancelled by Customer,C8555589,Auto,Kalkaji,Laxmi Nagar,1,Change of plans,,,,,,,,,
13-Dec-25,1:06:40,T8853899,Cancelled by Customer,C9290108,Auto,Rajiv Chowk,Sarojini Nagar,1,Change of plans,,,,,,,,,
19-Jul-25,7:07:33,T2681655,Cancelled by Customer,C8236651,Auto,Bhikaji Cama Place,Karol Bagh,1,Change of plans,,,,,,,,,
08-May-25,12:34:56,T5322762,Cancelled by Customer,C7970392,Auto,Chirag Delhi,IGI Airport,1,Change of plans,,,,,,,,,
24-Sep-25,12:07:58,T4538057,Cancelled by Customer,C2144261,Auto,Indraprastha,Rajiv Chowk,1,Change of plans,,,,,,,,,
22-Feb-25,18:33:36,T9257174,Cancelled by Customer,C8977227,Auto,Seelampur,Ambience Mall,1,Change of plans,,,,,,,,,
10-Nov-25,14:47:18,T6903780,Cancelled by Customer,C1360767,Auto,Preet Vihar,Jahangirpuri,1,Change of plans,,,,,,,,,
02-Jan-25,22:07:04,T8981159,Cancelled by Customer,C9523658,Auto,Udyog Vihar,Maidan Garhi,1,Change of plans,,,,,,,,,
07-Oct-25,8:34:24,T7071307,Cancelled by Customer,C4691901,Auto,Peeragarhi,Karkarduma,1,Change of plans,,,,,,,,,
06-Jul-25,20:58:11,T7186032,Cancelled by Customer,C6572973,Auto,Rohini East,Sushant Lok,1,Change of plans,,,,,,,,,
07-Mar-25,11:19:32,T7426024,Cancelled by Customer,C8758324,Auto,Badshahpur,Bahadurgarh,1,Change of plans,,,,,,,,,
03-Jun-25,21:08:02,T8044448,Cancelled by Customer,C5843996,Auto,Subhash Nagar,AIIMS,1,Change of plans,,,,,,,,,
25-Mar-25,20:55:06,T2427445,Cancelled by Customer,C3159582,Auto,Kanhaiya Nagar,Anand Vihar ISBT,1,Change of plans,,,,,,,,,
27-Aug-25,15:10:01,T7317218,Cancelled by Customer,C5968637,Auto,Narsinghpur,Madipur,1,Change of plans,,,,,,,,,
03-Jun-25,18:44:10,T6879024,Cancelled by Customer,C8077284,Auto,Sarai Kale Khan,Greater Noida,1,Change of plans,,,,,,,,,
24-Jun-25,9:24:44,T7961751,Cancelled by Customer,C1700960,Auto,Munirka,Lal Quila,1,Change of plans,,,,,,,,,
25-Oct-25,9:10:34,T7485069,Cancelled by Customer,C1778122,Auto,Ashok Vihar,Vinobapuri,1,Change of plans,,,,,,,,,
27-Apr-25,20:10:20,T5918437,Cancelled by Customer,C9817721,Auto,Munirka,Netaji Subhash Place,1,Change of plans,,,,,,,,,
25-Feb-25,15:58:39,T8893495,Cancelled by Customer,C5557895,Auto,Tilak Nagar,Indirapuram,1,Change of plans,,,,,,,,,
23-Feb-25,19:16:33,T2804554,Cancelled by Customer,C1030380,Auto,Model Town,Tis Hazari,1,Change of plans,,,,,,,,,
24-Sep-25,18:53:28,T1220769,Cancelled by Customer,C3645214,Auto,Patel Chowk,Sikanderpur,1,Change of plans,,,,,,,,,
04-Jan-25,12:10:23,T5010957,Cancelled by Customer,C4086896,Auto,Gurgaon Sector 56,Jor Bagh,1,Change of plans,,,,,,,,,
31-Jul-25,10:04:14,T6399968,Cancelled by Customer,C7425679,Auto,Laxmi Nagar,Vasant Kunj,1,Change of plans,,,,,,,,,
30-Oct-25,18:53:18,T2502916,Cancelled by Customer,C9023700,Auto,Qutub Minar,Shahdara,1,Change of plans,,,,,,,,,
10-Jan-25,20:28:21,T5463077,Cancelled by Customer,C3114794,Auto,Arjangarh,Maidan Garhi,1,Change of plans,,,,,,,,,
27-Mar-25,19:14:09,T3243978,Cancelled by Customer,C1136644,Auto,Lajpat Nagar,Mandi House,1,Change of plans,,,,,,,,,
11-Feb-25,22:08:04,T9669741,Cancelled by Customer,C7350430,Auto,Gurgaon Railway Station,Panchsheel Park,1,Change of plans,,,,,,,,,
13-Aug-25,22:54:49,T2532423,Cancelled by Customer,C4854052,Auto,Shivaji Park,Rohini,1,Change of plans,,,,,,,,,
01-Jun-25,9:13:38,T4789735,Cancelled by Customer,C2811809,Auto,Welcome,Bhiwadi,1,Change of plans,,,,,,,,,
04-May-25,9:35:13,T9094940,Cancelled by Customer,C9676524,Auto,Punjabi Bagh,Mansarovar Park,1,Change of plans,,,,,,,,,
26-Jun-25,15:22:12,T7188394,Cancelled by Customer,C7501495,Auto,Tagore Garden,Lok Kalyan Marg,1,Change of plans,,,,,,,,,
02-Jul-25,19:09:44,T5059748,Cancelled by Customer,C6838417,Auto,Gurgaon Railway Station,Udyog Bhawan,1,Change of plans,,,,,,,,,
04-Jul-25,17:06:23,T1768110,Cancelled by Customer,C6973982,Auto,Sadar Bazar Gurgaon,Saidulajab,1,Change of plans,,,,,,,,,
17-Sep-25,14:44:41,T5034686,Cancelled by Customer,C3661348,Auto,Nawada,Green Park,1,Change of plans,,,,,,,,,
02-Apr-25,16:35:57,T3237614,Cancelled by Customer,C2785591,Auto,Pragati Maidan,Shastri Nagar,1,Change of plans,,,,,,,,,
19-Jul-25,20:25:28,T1404254,Cancelled by Customer,C3654830,Auto,Jasola,Satguru Ram Singh Marg,1,Change of plans,,,,,,,,,
18-Apr-25,8:36:17,T6625641,Cancelled by Customer,C9954919,Auto,Huda City Centre,Sarai Kale Khan,1,Change of plans,,,,,,,,,
09-May-25,16:41:50,T2347257,Cancelled by Customer,C5284061,Auto,Anand Vihar ISBT,MG Road,1,Change of plans,,,,,,,,,
08-Mar-25,15:35:59,T3521466,Cancelled by Customer,C6730167,Auto,Noida Film City,Kaushambi,1,Change of plans,,,,,,,,,
25-Jul-25,18:57:17,T3687497,Cancelled by Customer,C2654912,Auto,Gurgaon Railway Station,Pitampura,1,Change of plans,,,,,,,,,
